;Dataset;Requirement_Text;{replaced_term:inserted_abbreviation}
293;05_tcs;The TCS shall provide the system functionality necessary to upload a flight route plan and payload plan (if applicable) to the AV via the selected system data link as well as direct ground connection.;{}
294;05_tcs;TCS shall provide the capability for the operator to retrieve a mission plan for viewing, modification, as well as deletion at the operator's discretion , and allow the operator to save the mission plan under a different name, for future retrieval .;{}
295;05_tcs;TCS shall automatically check the validity of the intended mission plan prior to being uploaded including altitude constraints, payload constraints, data link range constraints, airspace restrictions, fuel limitations, threat constraints, data link terrain masking effects, and Loss of Link (LOL) Plan.;{'TCS': 'TCS'}
296;05_tcs;The TCS shall notify the operator of all discrepancies found during the mission plan check as well as indicate successful completion of the mission plan check.;{}
297;05_tcs;TCS shall provide the capability to override validation faults after the fault is acknowledged by the operator.;{'TCS': 'TCS'}
298;05_tcs;TCS shall allow the operator to set the LOL delay timer(s) during mission planning.;{'TCS': 'TCS'}
299;05_tcs;The LOL delay is the time from when the AV detects an unplanned LOL to the time it initiates LOL procedures.;{}
300;05_tcs;The TCS shall provide the capability to print waypoint data in alphanumeric format.;{}
301;05_tcs;The Flight Route Plan, as a minimum, shall include AV flight path information, Loss of Link plan, AV VCR control tasking (if applicable to the selected AV), and data link control information.;{}
302;05_tcs;The TCS shall allow the operator to define the desired AV route in waypoint format , and shall provide the capability to include up to 500 waypoints in each flight route plan.;{}
303;05_tcs;The TCS shall provide the capability to display mission waypoints and flight path graphically.;{}
304;05_tcs;The TCS shall provide the capability to enter waypoint data in alphanumeric format.;{}
305;05_tcs;The TCS flight route planner shall include, as a minimum, the following flight planning tools: Weight and balance take off data calculations. Fuel Calculations. Terrain avoidance warning for line of sight flights. Minimum data link reception altitude calculations for line of sight flights. Payload search area information such as: visual acuity range due to atmospheric conditions, diurnal transition periods for thermal imagery, and lunar and solar terrain shadowing. Ability to designate flight corridors and restricted air space.;{}
306;05_tcs;The TCS shall present to the operator the estimated time of arrival and fuel status at each programmed waypoint of the proposed mission plan.;{}
307;05_tcs;At every waypoint and every 5 minutes, TCS shall compute the AV's flight range based on remaining fuel.;{'TCS': 'TCS'}
308;05_tcs;The TCS shall analyze the flight route plan selected for uplink to determine that the flight constraints of the AV and the limitation of the data link are not violated prior to transmission of the flight route plan to the AV.;{}
309;05_tcs;The algorithmic accuracy of all flight planning calculations shall not deviate by more than 10% when compared with a mission flown by a validated 6 degree-of-freedom air vehicle simulator.;{}
310;05_tcs;The flight route plan, as a minimum, shall provide the necessary AV commands to autonomously execute a programmed flight and return to a designated recovery area.;{}
311;05_tcs;The TCS shall provide the operator with an interactive graphics and map based flight route planning capability.;{}
312;05_tcs;The TCS shall provide the capability to create waypoints that define the desired flight path, define AV Altitude and Airspeed associated with the waypoint.;{}
313;05_tcs;The TCS shall provide the capability of displaying overlays each containing 100 simultaneous icons of known fire support coordination zones , airspace control zones , threat systems , and displaying the threat engagement envelopes with associated radar terrain masking for those threats .;{}
314;05_tcs;A de-clutter capability shall be provided that allows the operator to display only a selected number of the most significant threats.;{}
315;05_tcs;The TCS shall provide the capability to modify the maximum number of threats displayed, when de-clutter is selected.;{}
316;05_tcs;The TCS shall provide the capability to display waypoint data in AN.;{'alphanumeric format': 'AN'}
